sample	hier_label	hier_label2	hier_label16	hier_label32	root_ancestor	branch_length	_pt_highlight	user_colour	root_color	polytomy
OZ293503.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0.0.0.1.0.1	b16:7F94B97CB90.o5	b32:FUABIV5P1.q1		5		#a8d8a8		
n367	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1.3.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0.0.0.1.0.0.0.1.0	b16:7F94B97CB908.q2	b32:FUABIV5P12		3				
OZ294938.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1.3.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0.0.0.1.0.0.0.1.0.0	b16:7F94B97CB908.o4	b32:FUABIV5P12.b0		10		#a8d8a8		
PQ660506.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.1.3.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.0.0.0.1.0.0.0.1.0.1	b16:7F94B97CB908.o5	b32:FUABIV5P12.b1		3		#a8d8a8		
n370	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1	b16:7F94B97CB9.q1	b32:FUABIV5P.q1		3				
n371	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.0	b16:7F94B97CB9.o2	b32:FUABIV5P.o2		8				
OZ293775.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0	b16:7F94B97CB94	b32:FUABIV5P.h4		3		#a8d8a8		
n373	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.0.1	b16:7F94B97CB95	b32:FUABIV5P.h5		1				
OZ294800.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.1.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.0.1.0	b16:7F94B97CB95.b0	b32:FUABIV5PA		1		#a8d8a8		
OZ294960.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.1.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.0.1.1	b16:7F94B97CB95.b1	b32:FUABIV5PB		0		#a8d8a8		
n376	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.1	b16:7F94B97CB9.o3	b32:FUABIV5P.o3		4				4
OZ293721.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.1.0	b16:7F94B97CB96	b32:FUABIV5P.h6		8		#a8d8a8		
OZ293771.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1	b16:7F94B97CB97	b32:FUABIV5P.h7		1		#a8d8a8		
OZ293778.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.1.0.0.1.0	b16:7F94B97CB96.o2	b32:FUABIV5PC.q2		5		#a8d8a8		
n380	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.2.4	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.1.0.0.1.1	b16:7F94B97CB96.o3	b32:FUABIV5PC.q3		5				
OZ293777.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.2.4.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.1.0.0.1.1.0	b16:7F94B97CB966	b32:FUABIV5PC.o6		0		#a8d8a8		
OZ294945.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.3.2.2.2.3.2.2.4.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1.1.1.0.0.1.0.1.1.0.0.1.1.1	b16:7F94B97CB967	b32:FUABIV5PC.o7		1		#a8d8a8		
n383	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0	b16:7F94B94.q2	b32:FUABII	true	1				
n384	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0	b16:7F94B94.o4	b32:FUABII.b0	true	10	#f4a8a8			
ON813214.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.0	b16:7F94B948	b32:FUABII.q0		1		#f4a8a8	#f4a8a8	
n386	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1	b16:7F94B949	b32:FUABII.q1		1				
OP846978.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.0	b16:7F94B949.b0	b32:FUABII.o2		32		#f4a8a8		
n388	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1	b16:7F94B949.b1	b32:FUABII.o3		13				
ON813210.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.0	b16:7F94B949.q2	b32:FUABII.h6		44		#f4a8a8		
n390	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1	b16:7F94B949.q3	b32:FUABII.h7		11				
OP713603.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1.0	b16:7F94B949.o6	b32:FUABIIE		62		#f4a8a8		
n392	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1.1	b16:7F94B949.o7	b32:FUABIIF		4				
OP846982.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1.1.0	b16:7F94B949E	b32:FUABIIF.b0		42		#f4a8a8		
n394	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1.1.1	b16:7F94B949F	b32:FUABIIF.b1		2				
OP846980.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1.1.1.0	b16:7F94B949F.b0	b32:FUABIIF.q2		48		#f4a8a8		
n396	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1.1.1.1	b16:7F94B949F.b1	b32:FUABIIF.q3		49				
2026.EXT.0225.1304.120	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1.1.1.1.0	b16:7F94B949F.q2	b32:FUABIIF.o6		7		#f4a8a8		
n398	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1.1.1.1.1	b16:7F94B949F.q3	b32:FUABIIF.o7		7				
2026.EXT.0225.1301.460	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1.1.1.1.1.0	b16:7F94B949F.o6	b32:FUABIIF.he		0		#f4a8a8		
2026.EXT.0225.1255.010	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.1.2.2.2.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.0.1.1.1.1.1.1.1.1	b16:7F94B949F.o7	b32:FUABIIF.hf		1		#f4a8a8		
n401	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1	b16:7F94B94.o5	b32:FUABII.b1	true	27				
n402	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.0	b16:7F94B94A	b32:FUABII.q2	true	57	#a8c8f4			
2025.EXT.1106.1850.225	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.0.0	b16:7F94B94A.b0	b32:FUABII.o4		97		#a8c8f4	#a8c8f4	
2025.EXT.1106.1850.226	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.0.1	b16:7F94B94A.b1	b32:FUABII.o5		22		#a8c8f4		
n405	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1	b16:7F94B94B	b32:FUABII.q3	true	8				
n406	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.0	b16:7F94B94B.b0	b32:FUABII.o6	true	9	#f4d4a8			
PP445046.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.0.0	b16:7F94B94B.q0	b32:FUABII.hc		52		#f4d4a8	#f4d4a8	
n408	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.0.1	b16:7F94B94B.q1	b32:FUABII.hd		29				
2025.EXT.1106.1850.2212	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.1.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.0.1.0	b16:7F94B94B.o2	b32:FUABIIQ		48		#f4d4a8		
2025.EXT.1106.1850.228	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.1.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.0.1.1	b16:7F94B94B.o3	b32:FUABIIR		74		#f4d4a8		
n411	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1	b16:7F94B94B.b1	b32:FUABII.o7	true	67	#d4a8f4			3
n412	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0	b16:7F94B94B.q2	b32:FUABII.he	true	2				
OP609796.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.1.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0	b16:7F94B94B.o4	b32:FUABIIS		2		#d4a8f4	#d4a8f4	
n414	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.1.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.1	b16:7F94B94B.o5	b32:FUABIIT		1				
2022.TE.51355.2.4	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.1.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.1.0	b16:7F94B94BA	b32:FUABIIT.b0		3		#d4a8f4		
2022.TE.51355.2.3	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.1.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.1.1	b16:7F94B94BB	b32:FUABIIT.b1		12		#d4a8f4		
n417	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1	b16:7F94B94B.q3	b32:FUABII.hf	true	2	#4e79a7			20
OP609799.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.0	b16:7F94B94B.o6	b32:FUABIIU		1		#4e79a7	#4e79a7	
OP009525.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1	b16:7F94B94B.o7	b32:FUABIIV		1		#4e79a7		
OP009522.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.0.0.1.0	b16:7F94B94BC.q2	b32:FUABIIU.o2		1		#4e79a7		
OP009523.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.4	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.0.0.1.1	b16:7F94B94BC.q3	b32:FUABIIU.o3		7		#4e79a7		
OP009520.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.5	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.0.1.0.0	b16:7F94B94BD.q0	b32:FUABIIU.o4		1		#4e79a7		
OP009521.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.6	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.0.1.0.1	b16:7F94B94BD.q1	b32:FUABIIU.o5		2		#4e79a7		
OP609815.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.7	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.0.1.1.0	b16:7F94B94BD.q2	b32:FUABIIU.o6		4		#4e79a7		
OP609805.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.8	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.0.1.1.1	b16:7F94B94BD.q3	b32:FUABIIU.o7		2		#4e79a7		
OP609793.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.9	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.0	b16:7F94B94BE.q0	b32:FUABIIV.o0		2		#4e79a7		
OP609794.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.10	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.1	b16:7F94B94BE.q1	b32:FUABIIV.o1		8		#4e79a7		
OP009524.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.11	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.1.0	b16:7F94B94BE.q2	b32:FUABIIV.o2		0		#4e79a7		
OP609810.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.12	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.1.1	b16:7F94B94BE.q3	b32:FUABIIV.o3		0		#4e79a7		
OP609798.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.13	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.1.0.0	b16:7F94B94BF.q0	b32:FUABIIV.o4		4		#4e79a7		
OP609809.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.14	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.1.0.1	b16:7F94B94BF.q1	b32:FUABIIV.o5		3		#4e79a7		
OP609800.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.15	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.1.1.0	b16:7F94B94BF.q2	b32:FUABIIV.o6		3		#4e79a7		
n433	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.16	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.1.1.1	b16:7F94B94BF.q3	b32:FUABIIV.o7		1				
OP609790.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.16.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.1.1.1.0	b16:7F94B94BF.o6	b32:FUABIIV.he		0		#4e79a7		
OP609814.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.16.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.1.1.1.1	b16:7F94B94BF.o7	b32:FUABIIV.hf		3		#4e79a7		
n436	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.17	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.0.0	b16:7F94B94BE.o0	b32:FUABIIV.h0		6				
OP609801.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.17.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.0.0.0	b16:7F94B94BE0	b32:FUABIIV0		0		#4e79a7		
OP609811.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.17.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.0.0.1	b16:7F94B94BE1	b32:FUABIIV1		0		#4e79a7		
n439	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.18	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.0.1	b16:7F94B94BE.o1	b32:FUABIIV.h1		1				
OP609791.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.18.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.0.1.0	b16:7F94B94BE2	b32:FUABIIV2		0		#4e79a7		
OP609795.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.18.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.0.1.1	b16:7F94B94BE3	b32:FUABIIV3		0		#4e79a7		
n442	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.19	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.1.0	b16:7F94B94BE.o2	b32:FUABIIV.h2		2				3
OP609812.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.19.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.1.0.0	b16:7F94B94BE4	b32:FUABIIV4		3		#4e79a7		
OP609813.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.19.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.1.0.1	b16:7F94B94BE5	b32:FUABIIV5		1		#4e79a7		
OP609807.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.19.3	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.1.0.0.0.1.0	b16:7F94B94BE4.o2	b32:FUABIIV4.o2		1		#4e79a7		
n446	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.20	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.1.1	b16:7F94B94BE.o3	b32:FUABIIV.h3		1				5
OP609803.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.20.1	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.1.1.0	b16:7F94B94BE6	b32:FUABIIV6		2		#4e79a7		
OP609797.1	1.2.2.2.2.2.2.2.2.3.2.3.2.2.2.3.2.3.2.2.2.2.20.2	0.1.1.1.1.1.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.0.0.1.0.1.0.0.1.0.1.1.1.1.1.0.0.1.1.1	b16:7F94B94BE7	b32:FUABIIV7		2		#4e79a7		
